gene	KEGG.ID
Jam2	K06735
Cdh2	K06736
Epcam	K06737
Ncr1	K06741
Pdcd1	K06744
Cd274	K06745
Cd276	K06746
Vtcn1	K06747
Siglecg	K06749
H2-Q6	K06751
H2-M10.3	K06751
H2-Bl	K06751
H2-D1	K06751
H2-K1	K06751
H2-M10.1	K06751
H2-M2	K06751
H2-M3	K06751
H2-M9	K06751
H2-Q1	K06751
H2-Q10	K06751
H2-Q2	K06751
H2-Q4	K06751
H2-Q7	K06751
H2-T10	K06751
H2-T22	K06751
H2-T23	K06751
H2-T24	K06751
H2-T3	K06751
H2-M10.4	K06751
H2-M11	K06751
H2-M1	K06751
H2-M10.5	K06751
H2-M5	K06751
H2-M10.2	K06751
H2-M10.6	K06751
Gm10499	K06751
H2-Ea	K06752
H2-Aa	K06752
H2-Ab1	K06752
H2-Eb1	K06752
H2-DMa	K06752
H2-DMb1	K06752
H2-DMb2	K06752
H2-Oa	K06752
H2-Ob	K06752
H2-Eb2	K06752
Robo1	K06753
Robo2	K06754
Robo3	K06755
Nrcam	K06756
Nfasc	K06757
Chl1	K06758
Cntn1	K06759
Cntn2	K06760
Cntn3	K06761
Cntn4	K06762
Cntn5	K06763
Cntn6	K06764
Dcc	K06765
Neo1	K06766
Dscam	K06767
Dscaml1	K06768
Icam5	K06769
Tcam1	K06769
Mpz	K06770
Mag	K06771
Lsamp	K06772
Iglon5	K06773
Opcml	K06773
Ntm	K06774
Negr1	K06775
Ptprk	K06776
Ptprd	K06777
Ptprs	K06778
Madcam1	K06779
Cadm3	K06780
Cadm1	K06781
Cadm2	K06782
Cadm4	K06783
Robo4	K06784
Jam3	K06785
Igsf5	K06786
Esam	K06787
Cxadr	K06788
Clmp	K06789
Gpa33	K06790
Igsf11	K06791
Acan	K06792
Vcan	K06793
Ncan	K06794
Bcan	K06795
Cdh3	K06796
Cdh4	K06797
Cdh6	K06798
Cdh7	K06799
Cdh8	K06800
Cdh9	K06801
Cdh10	K06802
Cdh11	K06803
Cdh12	K06804
Cdh18	K06805
Cdh19	K06806
Cdh20	K06807
Cdh13	K06808
Cdh15	K06809
Cdh16	K06810
Cdh17	K06811
Cdh22	K06812
Cdh23	K06813
Cdh24	K06814
Glycam1	K06815
Glg1	K06816
Podxl	K06817
Podxl2	K06818
Nrp2	K06819
Plxna1	K06820
Plxna2	K06820
Plxna3	K06820
Plxna4	K06820
Plxnb2	K06821
Plxnb3	K06821
Plxnb1	K06821
Plxnd1	K06822
Col18a1	K06823
Npnt	K06824
Fbn1	K06825
Nid1	K06826
Nid2	K06826
Ccn2	K06827
Mdk	K06828
Ccn1	K06829
Lgals1	K06830
Lgals3	K06831
Lgals8	K06832
Adam2	K06833
Adam9	K06834
Adam12	K06835
Adam15	K06836
Adam23	K06837
Slit1	K06838
Slit2	K06839
Sema3d	K06840
Sema3a	K06840
Sema3b	K06840
Sema3c	K06840
Sema3e	K06840
Sema3f	K06840
Sema3g	K06840
Sema5a	K06841
Sema5b	K06841
Sema6a	K06842
Sema6b	K06842
Sema6c	K06842
Sema6d	K06842
Ntn1	K06843
Ntn3	K06844
Ntn4	K06845
Ly6a	K06846
Ly6g6d	K06846
Ly6c1	K06846
Ly6d	K06846
Ly6e	K06846
Ly6f	K06846
Ly6g2	K06846
Ly6h	K06846
Ly6g	K06846
Ly6i	K06846
Ly6m	K06846
Ly6g6c	K06846
Ly6g6e	K06846
Ly6g6g	K06846
Rgmb	K06847
Hapln1	K06848
Srgn	K06849
Slit3	K06850
Hapln2	K06851
Hapln3	K06852
Hapln4	K06853
Thpo	K06854
Mapk4	K06855
Mapk6	K06855
Zpr1	K06874
Pdcd5	K06875
Pebp1	K06910
Pbp2	K06910
Pir	K06911
Dph6	K06927
Ntpcr	K06928
Gtpbp4	K06943
Drg1	K06944
Nol9	K06947
Krr1	K06961
Thumpd1	K06963
Pelo	K06965
Pitrm1	K06972
Amz2	K06974
Amz1	K06974
Natd1	K06975
Aspdh	K06989
Memo1	K06990
Plpbp	K06997
Lyplal1	K06999
Rbbp9	K07002
Hddc2	K07023
Pter	K07048
Aarsd1	K07050
Trmt12	K07055
Sdr39u1	K07071
Urah	K07127
Stt3a	K07151
Stt3b	K07151
Sco1	K07152
Riok1	K07178
Riok2	K07179
Irs2	K07187
Lipe	K07188
Ppp1r3e	K07189
Ppp1r3a	K07189
Ppp1r3d	K07189
Ppp1r3b	K07189
Ppp1r3c	K07189
Phkb	K07190
Phka2	K07190
Phka1	K07190
Slc2a4	K07191
Flot1	K07192
Flot2	K07192
Sh2b2	K07193
Rhoq	K07194
Exoc7	K07195
Trip10	K07196
Srebf1	K07197
Prkaa1	K07198
Prkaa2	K07198
Prkab2	K07199
Prkab1	K07199
Prkag2	K07200
Prkag1	K07200
Prkag3	K07200
Foxo1	K07201
Ppargc1a	K07202
Mtor	K07203
Rptor	K07204
Eif4ebp1	K07205
Tsc1	K07206
Tsc2	K07207
Rheb	K07208
Ikbkb	K07209
Ikbkg	K07210
Ikbke	K07211
Atox1	K07213
Chac2	K07232
Chac1	K07232
Aldh1a1	K07249
Aldh1a2	K07249
Aldh1a7	K07249
Aldh1a3	K07249
Dolpp1	K07252
Mif	K07253
Samm50	K07277
Hnf4a	K07292
Ptpn11	K07293
Ppara	K07294
Adipoq	K07296
Adipor2	K07297
Adipor1	K07297
Stk11	K07298
Slc2a1	K07299
Msra	K07304
Msrb1	K07305
Msrb3	K07305
Msrb2	K07305
Gm15266	K07342
Gm30534	K07342
Gm16261	K07342
Sec61g	K07342
Camkk2	K07359
Zap70	K07360
Lcp2	K07361
Lat	K07362
Itk	K07363
Tec	K07364
Nck1	K07365
Grap2	K07366
Card11	K07367
Bcl10	K07368
Malt1	K07369
Btk	K07370
Blnk	K07371
Gja1	K07372
Gjd2	K07373
Tuba1a	K07374
Tuba1b	K07374
Tuba3a	K07374
Tuba4a	K07374
Tuba1c	K07374
Tuba3b	K07374
Tubal3	K07374
Tuba8	K07374
Tubb2a	K07375
Tubb3	K07375
Tubb4a	K07375
Tubb5	K07375
Tubb4b	K07375
Tubb1	K07375
Tubb6	K07375
Tubb2b	K07375
Prkg1	K07376
Nrxn1	K07377
Nrxn2	K07377
Nrxn3	K07377
Nlgn1	K07378
Nlgn2	K07378
Nlgn3	K07378
Cntnap1	K07379
Cntnap2	K07380
Glrx5	K07390
Mien1	K07401
Cyp1a1	K07408
Cyp1a2	K07409
Cyp1b1	K07410
Cyp2a12	K07411
Cyp2a4	K07411
Cyp2a5	K07411
Cyp2a22	K07411
Cyp2b10	K07412
Cyp2b13	K07412
Cyp2b19	K07412
Cyp2b9	K07412
Cyp2b23	K07412
Cyp2c69	K07413
Cyp2c50	K07413
Cyp2c29	K07413
Cyp2c37	K07413
Cyp2c38	K07413
Cyp2c39	K07413
Cyp2c40	K07413
Cyp2c70	K07413
Cyp2c23	K07413
Cyp2c54	K07413
Cyp2c68	K07413
Cyp2c67	K07413
Cyp2c66	K07413
Cyp2c55	K07413
Cyp2c65	K07413
Cyp2d10	K07414
Cyp2d9	K07414
Cyp2d34	K07414
Cyp2d12	K07414
Cyp2d11	K07414
Cyp2d22	K07414
Cyp2d40	K07414
Cyp2d26	K07414
Cyp2e1	K07415
Cyp2f2	K07416
Cyp2g1	K07417
Cyp2j11	K07418
Cyp2j5	K07418
Cyp2j6	K07418
Cyp2j13	K07418
Cyp2j12	K07418
Cyp2j7	K07418
Cyp2j8	K07418
Cyp2j9	K07418
Cyp2r1	K07419
Cyp2s1	K07420
Cyp2u1	K07422
Cyp2w1	K07423
Cyp3a41b	K07424
Cyp3a59	K07424
Cyp3a11	K07424
Cyp3a13	K07424
Cyp3a16	K07424
Cyp3a44	K07424
Cyp3a41a	K07424
Cyp3a25	K07424
Cyp3a57	K07424
Cyp4a32	K07425
Cyp4a10	K07425
Cyp4a12b	K07425
Cyp4a14	K07425
Cyp4a29	K07425
Cyp4a12a	K07425
Cyp4a30b	K07425
Cyp4a31	K07425
Cyp4b1	K07426
Cyp4v3	K07427
Cyp4x1	K07428
Cyp7b1	K07430
Cyp8b1	K07431
Glt28d2	K07432
Alg13	K07432
Cyp19a1	K07434
Cyp20a1	K07435
Cyp24a1	K07436
Cyp26a1	K07437
Cyp27b1	K07438
Cyp39a1	K07439
Cyp46a1	K07440
Alg14	K07441
Trmt61a	K07442
Rpa1	K07466
Wrnip1	K07478
Acaa2	K07508
Hadhb	K07509
Echs1	K07511
Mecr	K07512
Acaa1a	K07513
Acaa1b	K07513
Ehhadh	K07514
Hadha	K07515
Ablim1	K07520
Ablim2	K07520
Ablim3	K07520
Unc5a	K07521
Unc5b	K07521
Unc5d	K07521
Unc5c	K07521
Ntng1	K07522
Lrrc4c	K07523
Rgs3	K07524
Ngef	K07525
Srgap1	K07526
Srgap2	K07526
Srgap3	K07526
Fes	K07527
Dpysl2	K07528
Dpysl5	K07529
Rhod	K07530
Rnd1	K07531
Arhgef12	K07532
Pigx	K07541
Pigv	K07542
B4galt6	K07553
Dmac2l	K07554
Atpaf1	K07555
Atpaf2	K07556
Dtd2	K07560
Dtd1	K07560
Dph1	K07561
Nmd3	K07562
Nip7	K07565
Yrdc	K07566
Exosc1	K07573
Mcts2	K07575
Mcts1	K07575
Pus10	K07583
Mmaa	K07588
Slc2a2	K07593
Pdx1	K07594
Mafa	K07595
Dsg1a	K07596
Dsg1c	K07596
Dsg1b	K07596
Dsg2	K07597
Dsg3	K07598
Dsg4	K07599
Dsc1	K07600
Dsc2	K07601
Dsc3	K07602
Col17a1	K07603
Krt9	K07604
Krt31	K07604
Krt10	K07604
Krt13	K07604
Krt14	K07604
Krt15	K07604
Krt16	K07604
Krt17	K07604
Krt18	K07604
Krt19	K07604
Krt32	K07604
Krt33b	K07604
Krt34	K07604
Krt36	K07604
Krt27	K07604
Krt39	K07604
Krt12	K07604
Krt26	K07604
Krt40	K07604
Krt35	K07604
Krt20	K07604
Krt42	K07604
Krt25	K07604
Krt28	K07604
Krt33a	K07604
Krt24	K07604
Krt23	K07604
Krt83	K07605
Krt72	K07605
Krt75	K07605
Krt5	K07605
Krt7	K07605
Krt82	K07605
Krt1	K07605
Krt86	K07605
Krt84	K07605
Krt2	K07605
Krt4	K07605
Krt6a	K07605
Krt6b	K07605
Krt8	K07605
Krt73	K07605
Krt79	K07605
Krt90	K07605
Krt78	K07605
Krt87	K07605
Krt77	K07605
Gm5414	K07605
Krt71	K07605
Krt81	K07605
Krt80	K07605
Krt76	K07605
Vim	K07606
Prph	K07607
Ina	K07608
Nes	K07609
Des	K07610
Lmnb1	K07611
Lmnb2	K07611
Gja3	K07612
Gja4	K07613
Gja5	K07614
Gja6	K07615
Gjc1	K07616
Gja8	K07617
Gjc2	K07619
Gjb1	K07620
Gjb2	K07621
Gjb3	K07622
Gjb4	K07623
Gjb5	K07624
Gjb6	K07625
Gjd3	K07627
Gjc3	K07628
Gjd4	K07630
Gja10	K07631
Fut4	K07632
Fut7	K07635
Elp3	K07739
Bace2	K07747
Nsdhl	K07748
Msmo1	K07750
Cpd	K07752
Pecr	K07753
Dio3	K07754
As3mt	K07755
Ip6k3	K07756
Ip6k1	K07756
Ip6k2	K07756
Pdxp	K07758
Parg	K07759
Pappa	K07762
Mmp14	K07763
Adamts4	K07764
Mbtps2	K07765
Nudt10	K07766
Nudt3	K07766
Nudt11	K07766
Nudt4	K07766
Katnal1	K07767
Katna1	K07767
Katnal2	K07767
Chst13	K07779
Hs3st2	K07808
Hs3st3a1	K07809
Hs3st3b1	K07809
Ptprn	K07817
Ptprn2	K07817
Prf1	K07818
B3galt1	K07819
B3galt2	K07820
Gnb3	K07825
Gng2	K07826
Kras	K07827
Nras	K07828
Rras	K07829
Rras2	K07830
Mras	K07831
Rit1	K07832
Rit2	K07833
Rala	K07834
Ralb	K07835
Rap1b	K07836
Rap2a	K07837
Rap2b	K07838
Rap2c	K07839
Diras1	K07840
Diras2	K07841
Rasd1	K07843
Rasd2	K07844
Rrad	K07845
Gem	K07846
Rem1	K07847
Rem2	K07848
Rhebl1	K07849
Rasl10a	K07850
Rasl10b	K07851
Rasl11a	K07852
Rasl11b	K07853
Rasl12	K07854
Rerg	K07855
Rhob	K07856
Rhoc	K07857
Rnd2	K07858
Rnd3	K07859
Rac2	K07860
Rac3	K07861
Rhog	K07863
Rhoj	K07864
Rhou	K07865
Rhov	K07866
Rhobtb2	K07868
Rhobtb1	K07868
Rhobtb3	K07869
Rhot1	K07870
Rhot2	K07871
Rhof	K07872
Rhoh	K07873
Rab1a	K07874
Rab1b	K07875
Rab35	K07876
Rab2a	K07877
Rab2b	K07878
Rab4a	K07879
Rab4b	K07880
Rab14	K07881
Rab3a	K07882
Rab3c	K07883
Rab3d	K07884
Rab27a	K07885
Rab27b	K07886
Rab5a	K07887
Rab5b	K07888
Rab5c	K07889
Rab21	K07890
Rab31	K07891
Rab22a	K07891
Rab6a	K07893
Rab6b	K07894
Rab7	K07897
Rab7b	K07898
Rab9	K07899
Rab9b	K07900
Rab8a	K07901
Rab8b	K07902
Rab10	K07903
Rab11a	K07904
Rab11b	K07905
Rab25	K07906
Rab12	K07907
Rab15	K07908
Rab17	K07909
Rab18	K07910
Rab20	K07911
Rab24	K07912
Rab26	K07913
Rab37	K07914
Rab28	K07915
Rab29	K07916
Rab30	K07917
Rab32	K07918
Rab33a	K07919
Rab33b	K07920
Rab34	K07921
Rab36	K07922
Rab38	K07923
Rab39	K07924
Rab39b	K07925
Rab40b	K07928
Rab40c	K07928
Rab42	K07929
Rab43	K07930
Rabl2	K07931
Rabl3	K07933
Ift27	K07934
Ift22	K07935
Ran	K07936
Rasl2-9	K07936
1700009N14Rik	K07936
Arf1	K07937
Arf2	K07937
Arf3	K07938
Arf4	K07939
Arf5	K07940
Arf6	K07941
Arl1	K07942
Arl2	K07943
Arl3	K07944
Arl4a	K07945
Arl4c	K07945
Arl4d	K07945
Arl5a	K07949
Arl5b	K07950
Arl6	K07951
Arfrp1	K07952
Sar1a	K07953
Sar1b	K07953
Arl8b	K07955
Arl8a	K07955
Arl9	K07957
Arl10	K07958
Arl11	K07959
Arl5c	K07960
Arl13a	K07961
Arl13b	K07962
Trim23	K07963
Hpse	K07964
Hpse2	K07965
B4galt1	K07966
B4galt2	K07967
B4galt3	K07968
B4galt4	K07969
B3gnt3	K07970
B3gnt4	K07971
Kir3dl2	K07980
Kir3dl1	K07980
Fcer1g	K07983
Sh3bp2	K07984
Ulbp1	K07986
Raet1e	K07987
Raet1d	K07987
Hcst	K07988
Sh2d1b1	K07989
Sh2d1b2	K07989
Sh2d1a	K07990
Tyrobp	K07992
Mmp11	K07993
Mmp13	K07994
Mmp15	K07995
Mmp16	K07996
Mmp17	K07997
Mmp19	K07998
Mmp20	K07999
Mmp21	K08000
Mmp23	K08001
Mmp24	K08002
Mmp25	K08003
Mmp27	K08005
Mmp28	K08006
Ezr	K08007
Nox1	K08008
Cyba	K08009
Ncf2	K08010
Ncf1	K08011
Ncf4	K08012
Sipa1	K08013
Rapgef3	K08014
Rassf5	K08015
Txk	K08016
Avil	K08017
Rapgef2	K08018
Rapgef5	K08019
Rapgef6	K08020
Alox12b	K08021
Alox8	K08022
Ltbp4	K08023
Ltbp2	K08023
Ltbp3	K08023
Hhex	K08024
Mnx1	K08025
Onecut1	K08026
Nr5a2	K08027
Neurog3	K08028
Nkx2-2	K08029
Nkx6-1	K08030
Pax6	K08031
Pax4	K08032
Neurod1	K08033
Hnf1b	K08034
Foxa2	K08035
Hnf1a	K08036
Hnf4g	K08037
Foxa3	K08038
Iapp	K08039
Bhlha15	K08040
Adcy1	K08041
Adcy2	K08042
Adcy3	K08043
Adcy4	K08044
Adcy5	K08045
Adcy6	K08046
Adcy7	K08047
Adcy8	K08048
Adcy9	K08049
Ppp1r1a	K08050
Plekha8	K08051
Nf1	K08052
Rasa2	K08053
Canx	K08054
B2m	K08055
Pdia3	K08056
Calr4	K08057
Calr	K08057
Tapbp	K08058
Ifi30	K08059
Ciita	K08060
Rfx5	K08061
Rfxank	K08062
Rfxap	K08063
Nfya	K08064
Nfyb	K08065
Nfyc	K08066
Ppp1r17	K08067
Vnn1	K08069
Vnn3	K08069
Nqo2	K08071
Pnkp	K08073
Adpgk	K08074
Nudt14	K08077
Cmah	K08080
Fcer1a	K08089
Ms4a2	K08090
Gab2	K08091
Pigz	K08098
Hs6st2	K08102
Hs6st3	K08103
Hs3st5	K08104
Chst14	K08105
Chst15	K08106
Gpc1	K08107
Gpc2	K08108
Gpc3	K08109
Gpc4	K08110
Gpc5	K08111
Gpc6	K08112
Ptprz1	K08114
Cspg4	K08115
Cspg5	K08116
Aplp2	K08117
Bgn	K08118
Ecm2	K08119
Aspn	K08120
Fmod	K08121
Lum	K08122
Kera	K08123
Omd	K08124
Prelp	K08125
Ogn	K08126
Epyc	K08127
Optc	K08128
Nyx	K08129
Tsku	K08130
Col9a1	K08131
Col9a2	K08131
Col9a3	K08131
Col12a1	K08132
Col14a1	K08133
P3h1	K08134
Col15a1	K08135
Spock1	K08136
Spock3	K08136
Spock2	K08136
Slc2a3	K08142
Slc2a5	K08143
Slc2a6	K08144
Slc2a8	K08145
Slc2a9	K08146
Slc2a10	K08147
Slc2a12	K08149
Slc2a13	K08150
Slc18a1	K08155
Slc18a2	K08155
Slc37a4	K08171
Mfsd4b4	K08175
Mfsd4b1	K08175
Slc16a1	K08179
Slc16a3	K08180
Slc16a4	K08181
Slc16a5	K08182
Slc16a6	K08183
Slc16a7	K08184
Slc16a8	K08185
Slc16a9	K08186
Slc16a10	K08187
Slc16a11	K08188
Slc16a13	K08189
Slc16a14	K08190
Slc22a1	K08198
Slc22a2	K08199
Slc22a3	K08200
Slc22a5	K08202
Slc22a4	K08202
Slc22a21	K08202
Slc22a6	K08203
Slc22a7	K08204
Slc22a8	K08205
Slc22a27	K08206
Slc22a19	K08206
Slc22a26	K08206
Slc22a29	K08206
Slc22a30	K08206
Slc22a28	K08206
Slc22a12	K08208
Slc22a13	K08209
Slc22a14	K08210
Slc22a15	K08211
Slc22a16	K08212
Slc22a17	K08213
Slc22a18	K08214
Slc22a23	K08215
Slc22a20	K08216
Flvcr2	K08220
Flvcr1	K08220
Slc43a1	K08228
Slc43a2	K08229
Slc43a3	K08230
Slc16a2	K08231
Gnptab	K08239
A4gnt	K08251
Mlst8	K08266
Rictor	K08267
Hif1a	K08268
Ulk2	K08269
Ddit4	K08270
Strada	K08271
Cab39	K08272
Cab39l	K08272
Sh2d2a	K08273
Mid1	K08285
Prkcsh	K08288
Fastk	K08290
Grk4	K08291
Grk5	K08291
Grk6	K08291
Eef2k	K08292
Pdc	K08327
Guca1b	K08328
Guca1a	K08328
Atg13	K08331
Pik3r4	K08333
Becn1	K08334
Atg12	K08336
Atg7	K08337
Atg5	K08339
Gabarap	K08341
Gabarapl1	K08341
Gabarapl2	K08341
Atg4d	K08342
Atg4c	K08342
Atg4b	K08342
Atg4a	K08342
Atg3	K08343
Cyb561	K08360
Thrb	K08362
Bloc1s4	K08366
Runx1	K08367
Cybrd1	K08370
Cyb561d2	K08371
Ccrl2	K08373
Kiss1r	K08374
Npffr2	K08375
Npsr1	K08376
Qrfpr	K08378
Qrfprl	K08378
Prokr1	K08379
Prokr2	K08380
Gpr33	K08382
Gpr34	K08383
Opn5	K08385
P2ry13	K08388
Gpr87	K08389
Lpar5	K08390
Gpr174	K08391
Mrgprd	K08392
Mrgpre	K08393
Mrgprf	K08394
Mrgprg	K08395
Mrgpra1	K08396
Mrgpra3	K08396
Mrgprb4	K08396
Mrgprb1	K08396
Mrgpra2b	K08396
Mrgpra4	K08396
Mrgprx2	K08396
Mrgprb2	K08396
Mrgpra6	K08396
Mrgprb3	K08396
Mrgprb5	K08396
Mrgprb8	K08396
Mrgprx1	K08396
Mrgprb13	K08396
Mrgpra9	K08396
Mrgpra2a	K08396
Rxfp3	K08397
Rxfp4	K08398
Lgr6	K08399
Gpbar1	K08400
Hcar1	K08401
Hcar2	K08402
Gpr15	K08403
Gpr17	K08404
Gpr25	K08405
Gpr31b	K08406
Gpr52	K08407
Gpr68	K08408
Gpr45	K08409
Gpr18	K08410
Gpr26	K08411
Gpr39	K08412
Gpr55	K08413
Gpr61	K08414
Gpr62	K08415
Gpr65	K08416
Gpr75	K08417
Oxgr1	K08419
Gpr82	K08420
Gpr84	K08421
Gpr88	K08422
Gpr101	K08423
Gpr119	K08424
Ffar4	K08425
Gpr132	K08426
Gpr135	K08427
Gpr139	K08428
Gpr141	K08429
Gpr142	K08430
Gpr146	K08431
Gpr149	K08433
Gpr150	K08434
Gpr151	K08435
Gpr152	K08436
Gpr153	K08437
Gpr160	K08438
Gpr161	K08439
Gpr162	K08440
Gpr171	K08441
Gpr176	K08442
Adgre4	K08445
Adgre5	K08446
Ramp1	K08447
Ramp2	K08448
Ramp3	K08449
Adgrg1	K08450
Adgrg2	K08451
Adgrg3	K08452
Adgrf1	K08453
Adgrf2	K08454
Adgrg4	K08455
Adgrf3	K08456
Adgrf4	K08457
Adgrf5	K08458
Adgrg5	K08459
Adgra1	K08460
Adgra2	K08461
Adgra3	K08462
Adgrg6	K08463
Adgrg7	K08464
Adgrd1	K08465
Gpr157	K08467
Gprc5a	K08468
Gpr158	K08469
Gpr143	K08470
Tas2r116	K08474
Tas2r139	K08474
Tas2r136	K08474
Tas2r117	K08474
Tas2r123	K08474
Tas2r115	K08474
Tas2r102	K08474
Tas2r104	K08474
Tas2r106	K08474
Tas2r107	K08474
Tas2r109	K08474
Tas2r110	K08474
Tas2r113	K08474
Tas2r114	K08474
Tas2r118	K08474
Tas2r120	K08474
Tas2r121	K08474
Tas2r124	K08474
Tas2r125	K08474
Tas2r126	K08474
Tas2r129	K08474
Tas2r130	K08474
Tas2r131	K08474
Tas2r134	K08474
Tas2r135	K08474
Tas2r138	K08474
Tas2r143	K08474
Tas2r144	K08474
Tas2r140	K08474
Tas2r105	K08474
Tas2r108	K08474
Tas2r119	K08474
Tas2r137	K08474
Tas2r122	K08474
Tas2r103	K08474
Stx2	K08486
Stx3	K08486
Stx1b	K08486
Stx19	K08487
Stx11	K08487
Stx7	K08488
Stx16	K08489
Stx5a	K08490
Stx17	K08491
Stx18	K08492
Vti1a	K08493
Vti1b	K08493
Gosr1	K08495
Gosr2	K08496
Bnip1	K08497
Stx6	K08498
Stx8	K08501
Bet1	K08504
Bet1l	K08504
Use1	K08507
Snap23	K08508
Snap29	K08509
Vamp1	K08510
Vamp8	K08512
Vamp4	K08513
Vamp5	K08514
Ykt6	K08516
Sec22b	K08517
Stxbp5l	K08518
Stxbp5	K08518
Stxbp6	K08519
Sec22c	K08520
Sec22a	K08520
Lhb	K08521
Cga	K08522
Hbegf	K08523
Rxra	K08524
Rxrb	K08525
Rxrg	K08526
Rara	K08527
Rarb	K08528
Rarg	K08529
Pparg	K08530
Nr1d2	K08531
Rora	K08532
Rorb	K08533
Rorc	K08534
Nr1h2	K08535
Nr1h3	K08536
Nr1h4	K08537
Nr1h5	K08538
Vdr	K08539
Nr1i2	K08540
Nr1i3	K08541
Nr2c1	K08543
Nr2c2	K08544
Nr2e1	K08545
Nr2e3	K08546
Nr2f1	K08547
Nr2f2	K08548
Nr2f6	K08549
Esr1	K08550
Esr2	K08551
Esrra	K08552
Esrrb	K08553
Esrrg	K08554
Nr3c2	K08555
Pgr	K08556
Ar	K08557
Nr4a2	K08558
Nr4a3	K08559
Nr5a1	K08560
Nr6a1	K08561
Nr0b1	K08562
Nr0b2	K08563
Napsa	K08565
Ctsz	K08568
Ctsw	K08569
Capn3	K08573
Capn5	K08574
Capn6	K08575
Capn7	K08576
Capn8	K08577
Capn9	K08578
Capn10	K08579
Capn11	K08580
Capn13	K08581
Capn15	K08582
Capns1	K08583
Capns2	K08584
Bap1	K08588
Senp1	K08592
Senp3	K08593
Senp5	K08594
Senp6	K08595
Senp7	K08596
Senp8	K08597
Cyld	K08601
Mep1b	K08606
Adam1b	K08607
Adam1a	K08607
Adam19	K08608
Adam21	K08610
Adam24	K08611
Adam25	K08612
Adam26a	K08613
Adam34	K08613
Adam28	K08614
Adam30	K08615
Adam33	K08616
Adamts1	K08617
Adamts2	K08618
Adamts3	K08619
Adamts5	K08620
Adamts6	K08621
Adamts7	K08622
Adamts8	K08623
Adamts9	K08624
Adamts10	K08625
Adamts12	K08626
Adamts13	K08627
Adamts14	K08628
Adamts15	K08629
Adamts16	K08630
Adamts17	K08631
Adamts18	K08632
Adamts19	K08633
Adamdec1	K08634
Mmel1	K08635
Phex	K08636
Cpa4	K08637
Cpxm1	K08638
Cpxm2	K08639
Pappa2	K08647
Habp2	K08648
Gzmm	K08649
Klk8	K08650
Mbtps1	K08653
Pcsk5	K08654
Dpp8	K08655
Dpp9	K08656
Tasp1	K08657
Rce1	K08658
Cndp2	K08660
Mcpt1	K08661
Mcpt2	K08662
Gzmk	K08663
Prss8	K08664
Hpn	K08665
Klk4	K08666
Klk6	K08667
Klk7	K08668
Htra2	K08669
St14	K08670
Pcsk4	K08671
Pcsk6	K08672
Pcsk7	K08673
Fap	K08674
Lonp1	K08675
Uxs1	K08678
Hsd17b10	K08683
Spdye4c	K08694
Spdye4b	K08694
Spdya	K08694
Spdye4a	K08694
Dnttip1	K08707
Slc14a1	K08716
Slc14a2	K08716
Pde6a	K08718
a	K08725
Ephx2	K08726
Nod1	K08727
Ptdss1	K08729
Ptdss2	K08730
Birc5	K08731
Ralgds	K08732
Appl1	K08733
Mlh1	K08734
Msh2	K08735
Msh3	K08736
Msh6	K08737
Cycs	K08738
Cyct	K08738
Mlh3	K08739
Msh4	K08740
Msh5	K08741
Siah2	K08742
Enpp6	K08743
Crls1	K08744
Slc27a1	K08745
Slc27a4	K08745
Slc27a2	K08746
Slco1c1	K08747
Slc27a5	K08748
Slc27a6	K08749
Fabp1	K08750
Fabp2	K08751
Fabp3	K08752
Fabp4	K08753
Fabp5	K08754
Fabp6	K08755
Fabp7	K08756
Apoa1	K08757
Apoa2	K08758
Apoc3	K08759
Apoa4	K08760
Pltp	K08761
Dbi	K08762
Dbil5	K08762
Olr1	K08763
Scp2	K08764
Cpt1a	K08765
Cpt2	K08766
Angptl4	K08767
Plin1	K08768
Ucp1	K08769
Ubc	K08770
Aqp7	K08771
Slc27a3	K08772
Ralbp1	K08773
Tgfa	K08774
Brca2	K08775
Npepps	K08776
Astl	K08778
Cpa1	K08779
Cpa3	K08780
Cpa5	K08781
Cpa6	K08782
Htra1	K08784
Htra3	K08785
Htra4	K08786
Dmpk	K08788
Mast2	K08789
Mast4	K08789
Mast3	K08789
Mast1	K08789
Stk38	K08790
Stk38l	K08790
Lats1	K08791
Lats2	K08791
Stk32a	K08793
Stk32c	K08793
Stk32b	K08793
Camk1g	K08794
Camk1	K08794
Pnck	K08795
Brsk1	K08796
Brsk2	K08796
Hunk	K08797
Mark2	K08798
Mark3	K08798
Mark1	K08798
Mark4	K08798
Melk	K08799
Nuak2	K08800
Nuak1	K08800
Pask	K08801
Snrk	K08802
Dapk2	K08803
Dapk3	K08803
Dapk1	K08803
Stk17b	K08804
Dclk1	K08805
Dclk2	K08805
Pim2	K08806
Pim3	K08807
Pskh1	K08808
Speg	K08809
Trio	K08810
Tssk1	K08811
Tssk2	K08811
Tssk3	K08811
Tssk4	K08811
Tssk6	K08811
Camkv	K08812
Stk33	K08813
Trib1	K08814
Trib2	K08814
Ttbk1	K08815
Ttbk2	K08815
Vrk3	K08816
Vrk1	K08816
Vrk2	K08816
Cdk20	K08817
Cdk11b	K08818
Cdk12	K08819
Cdk13	K08819
Cdk16	K08820
Cdk14	K08821
Gsk3a	K08822
Clk3	K08823
Clk2	K08823
Cdkl3	K08824
Cdkl4	K08824
Cdkl5	K08824
Cdkl2	K08824
Cdkl1	K08824
