Molecular Weight	Formula	Name	KEGG ID	HMDB ID	Final Class	Pathway	ID
267.09676	C10 H13 N5 O4	2'-deoxyguanosine	C00330	HMDB0000085	Purines and derivatives	map00230 Purine metabolism; map01100 Metabolic pathways; map02010 ABC transporters	C00330
141.01893	C2 H8 N O4 P	Ethanolamine phosphate	C00346	HMDB0000224	Organic acids	map00564 Glycerophospholipid metabolism; map00600 Sphingolipid metabolism; map01100 Metabolic pathways; map01503 Cationic antimicrobial peptide (CAMP) resistance; map04071 Sphingolipid signaling pathway	C00346
259.04556	C6 H14 N O8 P	D-glucosamine 6-phosphate	C00352	HMDB0001254	Carbohydrates	"map00250 Alanine, aspartate and glutamate metabolism; map00520 Amino sugar and nucleotide sugar metabolism; map01100 Metabolic pathways; map01130 Biosynthesis of antibiotics; map02060 Phosphotransferase system (PTS); map04931 Insulin resistance"	C00352
197.06906	C9 H11 N O4	L-Dopa	C00355	HMDB0000181	"Amino acids, peptides, and analogues"	map00350 Tyrosine metabolism; map00950 Isoquinoline alkaloid biosynthesis; map00965 Betalain biosynthesis; map01060 Biosynthesis of plant secondary metabolites; map01063 Biosynthesis of alkaloids derived from shikimate pathway; map01100 Metabolic pathways; map01110 Biosynthesis of secondary metabolites; map04728 Dopaminergic synapse; map04917 Prolactin signaling pathway; map05012 Parkinson disease; map05030 Cocaine addiction; map05031 Amphetamine addiction; map05034 Alcoholism	C00355
331.06625	C10 H14 N5 O6 P	2'-Deoxyadenosine 5'-monophosphate	C00360	HMDB0000905	Purines and derivatives	map00230 Purine metabolism; map01100 Metabolic pathways	C00360
347.06311	C10 H14 N5 O7 P	Deoxyguanosine monophosphate	C00362	HMDB0001044	Purines and derivatives	map00230 Purine metabolism; map01100 Metabolic pathways	C00362
168.02847	C5 H4 N4 O3	Uric acid	C00366	HMDB0000289	Purines and derivatives	map00230 Purine metabolism; map01100 Metabolic pathways; map01120 Microbial metabolism in diverse environments; map04976 Bile secretion	C00366
219.11411	C10 H13 N5 O	trans-Zeatin	C00371	HMDB0012204	Purines and derivatives	map00908 Zeatin biosynthesis; map01060 Biosynthesis of plant secondary metabolites; map01070 Biosynthesis of plant hormones; map01100 Metabolic pathways; map01110 Biosynthesis of secondary metabolites; map04075 Plant hormone signal transduction	C00371
264.10385	C12 H16 N4 O S	Thiamine	C00378	HMDB0000235	Organoheterocyclic compounds	map00730 Thiamine metabolism; map01100 Metabolic pathways; map02010 ABC transporters; map04122 Sulfur relay system; map04977 Vitamin digestion and absorption	C00378
111.04342	C4 H5 N3 O	Cytosine	C00380	HMDB0000630	Organoheterocyclic compounds	map00240 Pyrimidine metabolism; map01100 Metabolic pathways	C00380
226.10696	C9 H14 N4 O3	Carnosine	C00386	HMDB0000033	Organic acids	map00340 Histidine metabolism; map00410 beta-Alanine metabolism; map01100 Metabolic pathways	C00386
283.09174	C10 H13 N5 O5	Guanosine	C00387	HMDB0000133	Purines and derivatives	map00230 Purine metabolism; map01100 Metabolic pathways; map02010 ABC transporters	C00387
111.07972	C5 H9 N3	Histamine	C00388	HMDB0000870	Amines	map00340 Histidine metabolism; map01065 Biosynthesis of alkaloids derived from histidine and purine; map01100 Metabolic pathways; map01110 Biosynthesis of secondary metabolites; map04080 Neuroactive ligand-receptor interaction; map04664 Fc epsilon RI signaling pathway; map04721 Synaptic vesicle cycle; map04750 Inflammatory mediator regulation of TRP channels; map04971 Gastric acid secretion; map04974 Protein digestion and absorption; map05310 Asthma; map07227 Histamine H2/H3 receptor agonists/antagonists	C00388
182.07927	C6 H14 O6	Mannitol	C00392	HMDB0000765	Carbohydrates	map00051 Fructose and mannose metabolism; map01100 Metabolic pathways; map02010 ABC transporters; map02060 Phosphotransferase system (PTS)	C00392
160.10033	C10 H12 N2	Tryptamine	C00398	HMDB0000303	Amines and derivatives	map00380 Tryptophan metabolism; map00901 Indole alkaloid biosynthesis; map01060 Biosynthesis of plant secondary metabolites; map01063 Biosynthesis of alkaloids derived from shikimate pathway; map01100 Metabolic pathways; map01110 Biosynthesis of secondary metabolites; map04080 Neuroactive ligand-receptor interaction	C00398
133.0374	C4 H7 N O4	D-aspartate	C00402	HMDB0006483	"Amino acids, peptides, and analogues"	"map00250 Alanine, aspartate and glutamate metabolism; map01100 Metabolic pathways"	C00402
131.0947	C6 H13 N O2	L-Isoleucine	C00407	HMDB0000172	Amino acids	"map00280 Valine, leucine and isoleucine degradation; map00290 Valine, leucine and isoleucine biosynthesis; map00460 Cyanoamino acid metabolism; map00960 Tropane, piperidine and pyridine alkaloid biosynthesis; map00966 Glucosinolate biosynthesis; map00970 Aminoacyl-tRNA biosynthesis; map01060 Biosynthesis of plant secondary metabolites; map01064 Biosynthesis of alkaloids derived from ornithine, lysine and nicotinic acid; map01100 Metabolic pathways; map01110 Biosynthesis of secondary metabolites; map01130 Biosynthesis of antibiotics; map01210 2-Oxocarboxylic acid metabolism; map01230 Biosynthesis of amino acids; map02010 ABC transporters; map04974 Protein digestion and absorption; map04978 Mineral absorption; map05131 Shigellosis; map05230 Central carbon metabolism in cancer"	C00407
129.07906	C6 H11 N O2	Pipecolate	C00408	HMDB0000070	"Amino acids, peptides, and analogues"	"map00310 Lysine degradation; map00960 Tropane, piperidine and pyridine alkaloid biosynthesis; map01060 Biosynthesis of plant secondary metabolites; map01064 Biosynthesis of alkaloids derived from ornithine, lysine and nicotinic acid; map01100 Metabolic pathways; map01110 Biosynthesis of secondary metabolites"	C00408
314.22454	C21 H30 O2	Progesterone	C00410	HMDB0001830	Steroids and derivatives	"map00140 Steroid hormone biosynthesis; map01100 Metabolic pathways; map04114 Oocyte meiosis; map04913 Ovarian steroidogenesis; map04914 Progesterone-mediated oocyte maturation; map04917 Prolactin signaling pathway; map04925 Aldosterone synthesis and secretion; map04927 Cortisol synthesis and secretion; map04934 Cushing syndrome; map05200 Pathways in cancer; map05215 Prostate cancer; map05224 Breast cancer; map07225 Glucocorticoid and mineralocorticoid receptor agonists/antagonists; map07226 Progesterone, androgen and estrogen receptor agonists/antagonists"	C00410
148.05264	C9 H8 O2	Trans-cinnamate	C00423	HMDB0000930	Polyketides[PK]	map00130 Ubiquinone and other terpenoid-quinone biosynthesis; map00360 Phenylalanine metabolism; map00940 Phenylpropanoid biosynthesis; map00998 Biosynthesis of various secondary metabolites - part 2; map01060 Biosynthesis of plant secondary metabolites; map01070 Biosynthesis of plant hormones; map01100 Metabolic pathways; map01110 Biosynthesis of secondary metabolites; map01120 Microbial metabolism in diverse environments; map01220 Degradation of aromatic compounds	C00423
276.13166	C11 H20 N2 O6	L-Saccharopine	C00449	HMDB0000279	"Amino acids, peptides, and analogues"	map00300 Lysine biosynthesis; map00310 Lysine degradation; map01100 Metabolic pathways; map01110 Biosynthesis of secondary metabolites; map01130 Biosynthesis of antibiotics; map01230 Biosynthesis of amino acids	C00449
334.05653	C11 H15 N2 O8 P	Nicotinamide mononucleotide	C00455	HMDB0000229	Pyridine and derivatives	map00760 Nicotinate and nicotinamide metabolism; map01100 Metabolic pathways	C00455
117.05809	C8 H7 N	Indole	C00463	HMDB0000738	Indoles	"map00380 Tryptophan metabolism; map00400 Phenylalanine, tyrosine and tryptophan biosynthesis; map00402 Benzoxazinoid biosynthesis; map01100 Metabolic pathways; map01110 Biosynthesis of secondary metabolites; map04974 Protein digestion and absorption"	C00463
286.22966	C20 H30 O	Retinol	C00473	HMDB0000305	Prenol lipids[PR]	map00830 Retinol metabolism; map01100 Metabolic pathways; map04977 Vitamin digestion and absorption	C00473
243.08563	C9 H13 N3 O5	Cytidine	C00475	HMDB0000089	Nucleic acids and analogues	map00240 Pyrimidine metabolism; map01100 Metabolic pathways; map02010 ABC transporters	C00475
137.08432	C8 H11 N O	Tyramine	C00483	HMDB0000306	Amines and derivatives	map00350 Tyrosine metabolism; map00680 Methane metabolism; map00950 Isoquinoline alkaloid biosynthesis; map01060 Biosynthesis of plant secondary metabolites; map01063 Biosynthesis of alkaloids derived from shikimate pathway; map01100 Metabolic pathways; map01110 Biosynthesis of secondary metabolites; map04080 Neuroactive ligand-receptor interaction; map04974 Protein digestion and absorption	C00483
584.264	C33 H36 N4 O6	Bilirubin	C00486	HMDB0000054	Organoheterocyclic compounds	map00860 Porphyrin and chlorophyll metabolism; map01100 Metabolic pathways; map01110 Biosynthesis of secondary metabolites; map04976 Bile secretion	C00486
130.02676	C5 H6 O4	Itaconate	C00490	HMDB0002092	Fatty acyls[FA]	map00660 C5-Branched dibasic acid metabolism; map01100 Metabolic pathways	C00490
582.24798	C33 H34 N4 O6	Biliverdin	C00500	HMDB0001008	Organoheterocyclic compounds	map00860 Porphyrin and chlorophyll metabolism; map01100 Metabolic pathways; map01110 Biosynthesis of secondary metabolites	C00500
122.05798	C4 H10 O4	Erythritol	C00503	HMDB0002994	Carbohydrates	map02010 ABC transporters	C00503
72.02127	C3 H4 O2	Acrylic acid	C00511	HMDB0031647	Organic acids	map00643 Styrene degradation; map01120 Microbial metabolism in diverse environments; map01220 Degradation of aromatic compounds	C00511
109.01975	C2 H7 N O2 S	Hypotaurine	C00519	HMDB0000965	Organic acids	map00430 Taurine and hypotaurine metabolism; map01100 Metabolic pathways	C00519
204.08992	C11 H12 N2 O2	D-Tryptophan	C00525	HMDB0013609	Indole and derivatives	NA	C00525
168.09011	C8 H12 N2 O2	Pyridoxamine	C00534	HMDB0001431	Amines and derivatives	map00750 Vitamin B6 metabolism; map01100 Metabolic pathways; map01120 Microbial metabolism in diverse environments; map04977 Vitamin digestion and absorption	C00534
222.63229	C7 H14 N2 O4 S	Cystathionine	C00542	HMDB0000455	"Amino acids, peptides, and analogues"	NA	C00542
168.04253	C8 H8 O4	Homogentisate	C00544	HMDB0000130	Benzene and derivatives	map00130 Ubiquinone and other terpenoid-quinone biosynthesis; map00350 Tyrosine metabolism; map00643 Styrene degradation; map01100 Metabolic pathways; map01120 Microbial metabolism in diverse environments	C00544
136.05254	C8 H8 O2	Phenyl acetate	C00548	HMDB0040733	Benzene and derivatives	NA	C00548
108.05768	C7 H8 O	Benzyl alcohol	C00556	HMDB0003119	Alcohols	map00623 Toluene degradation; map01100 Metabolic pathways; map01120 Microbial metabolism in diverse environments; map01220 Degradation of aromatic compounds	C00556
249.08625	C10 H13 N5 O3	2'-Deoxyadenosine	C00559	HMDB0000101	Purines and derivatives	map00230 Purine metabolism; map01100 Metabolic pathways; map02010 ABC transporters	C00559
137.04784	C7 H7 N O2	4-aminobenzoate	C00568	HMDB0001392	Benzene and derivatives	map00627 Aminobenzoate degradation; map00790 Folate biosynthesis; map01061 Biosynthesis of phenylpropanoids; map01100 Metabolic pathways; map01120 Microbial metabolism in diverse environments	C00568
446.06072	C11 H20 N4 O11 P2	CDP-ETHANOLAMINE	C00570	HMDB0001564	Nucleic acids and analogues	map00564 Glycerophospholipid metabolism; map01100 Metabolic pathways	C00570
99.10494	C6 H13 N	Cyclohexylamine	C00571	HMDB0031404	Amines and derivatives	map00930 Caprolactam degradation; map01120 Microbial metabolism in diverse environments	C00571
329.05245	C10 H12 N5 O6 P	CYCLIC AMP	C00575	HMDB0000058	Purines and derivatives	"map00230 Purine metabolism; map01100 Metabolic pathways; map01522 Endocrine resistance; map02025 Biofilm formation - Pseudomonas aeruginosa; map02026 Biofilm formation - Escherichia coli; map04010 MAPK signaling pathway; map04014 Ras signaling pathway; map04015 Rap1 signaling pathway; map04020 Calcium signaling pathway; map04022 cGMP-PKG signaling pathway; map04024 cAMP signaling pathway; map04062 Chemokine signaling pathway; map04072 Phospholipase D signaling pathway; map04111 Cell cycle - yeast; map04113 Meiosis - yeast; map04114 Oocyte meiosis; map04211 Longevity regulating pathway; map04213 Longevity regulating pathway - multiple species; map04261 Adrenergic signaling in cardiomyocytes; map04270 Vascular smooth muscle contraction; map04340 Hedgehog signaling pathway; map04361 Axon regeneration; map04371 Apelin signaling pathway; map04540 Gap junction; map04611 Platelet activation; map04670 Leukocyte transendothelial migration; map04710 Circadian rhythm; map04713 Circadian entrainment; map04714 Thermogenesis; map04720 Long-term potentiation; map04723 Retrograde endocannabinoid signaling; map04724 Glutamatergic synapse; map04725 Cholinergic synapse; map04726 Serotonergic synapse; map04727 GABAergic synapse; map04728 Dopaminergic synapse; map04740 Olfactory transduction; map04742 Taste transduction; map04750 Inflammatory mediator regulation of TRP channels; map04910 Insulin signaling pathway; map04911 Insulin secretion; map04912 GnRH signaling pathway; map04913 Ovarian steroidogenesis; map04914 Progesterone-mediated oocyte maturation; map04915 Estrogen signaling pathway; map04916 Melanogenesis; map04918 Thyroid hormone synthesis; map04919 Thyroid hormone signaling pathway; map04921 Oxytocin signaling pathway; map04922 Glucagon signaling pathway; map04923 Regulation of lipolysis in adipocytes; map04924 Renin secretion; map04925 Aldosterone synthesis and secretion; map04926 Relaxin signaling pathway; map04927 Cortisol synthesis and secretion; map04928 Parathyroid hormone synthesis, secretion and action; map04934 Cushing syndrome; map04935 Growth hormone synthesis, secretion and action; map04960 Aldosterone-regulated sodium reabsorption; map04961 Endocrine and other factor-regulated calcium reabsorption; map04962 Vasopressin-regulated water reabsorption; map04970 Salivary secretion; map04971 Gastric acid secretion; map04972 Pancreatic secretion; map04976 Bile secretion; map05012 Parkinson disease; map05020 Prion diseases; map05030 Cocaine addiction; map05031 Amphetamine addiction; map05032 Morphine addiction; map05034 Alcoholism; map05110 Vibrio cholerae infection; map05111 Biofilm formation - Vibrio cholerae; map05133 Pertussis; map05142 Chagas disease (American trypanosomiasis); map05146 Amoebiasis; map05165 Human papillomavirus infection; map05166 Human T-cell leukemia virus 1 infection; map05200 Pathways in cancer; map05414 Dilated cardiomyopathy (DCM)"	C00575
117.05389	C3 H7 N3 O2	Guanidinoacetate	C00581	HMDB0000128	"Amino acids, peptides, and analogues"	"map00260 Glycine, serine and threonine metabolism; map00330 Arginine and proline metabolism; map01100 Metabolic pathways"	C00581
164.06879	C6 H12 O5	2-Deoxy-D-glucose	C00586	NA	Carbohydrates	NA	C00586
384.33928	C27 H44 O	Cholest-4-en-3-one	C00599	HMDB0000921	Steroids and derivatives	map00984 Steroid degradation; map01120 Microbial metabolism in diverse environments	C00599
383.14154	C14 H25 N O11	N-Acetyl-D-lactosamine	C00611	HMDB0001542	Carbohydrates	NA	C00611
189.06361	C7 H11 N O5	N-Acetyl-L-glutamate	C00624	HMDB0001138	"Amino acids, peptides, and analogues"	map00220 Arginine biosynthesis; map01100 Metabolic pathways; map01110 Biosynthesis of secondary metabolites; map01130 Biosynthesis of antibiotics; map01210 2-Oxocarboxylic acid metabolism; map01230 Biosynthesis of amino acids	C00624
153.04241	C7 H7 N O3	3-Hydroxyanthranilic acid	C00632	HMDB0001476	Benzene and derivatives	map00380 Tryptophan metabolism; map00627 Aminobenzoate degradation; map01100 Metabolic pathways; map01120 Microbial metabolism in diverse environments	C00632
122.03705	C7 H6 O2	4-Hydroxybenzaldehyde	C00633	HMDB0011718	Organic oxygen compounds	map00363 Bisphenol degradation; map00623 Toluene degradation; map00627 Aminobenzoate degradation; map01061 Biosynthesis of phenylpropanoids; map01100 Metabolic pathways; map01120 Microbial metabolism in diverse environments	C00633
159.06854	C10 H9 N O	Indole-3-acetaldehyde	C00637	HMDB0001190	Indoles	map00380 Tryptophan metabolism; map01100 Metabolic pathways	C00637
220.0849	C11 H12 N2 O3	L-5-Hydroxytryptophan	C00643	HMDB0000472	Amines and derivatives	map00380 Tryptophan metabolism; map01063 Biosynthesis of alkaloids derived from shikimate pathway; map01100 Metabolic pathways; map04361 Axon regeneration; map04726 Serotonergic synapse	C00643
248.05385	C8 H13 N2 O5 P	Pyridoxamine 5-phosphate	C00647	HMDB0001555	Amines and derivatives	map00750 Vitamin B6 metabolism; map01100 Metabolic pathways; map04977 Vitamin digestion and absorption	C00647
282.2559	C18 H34 O2	Oleate	C00712	HMDB0000207	Fatty acyls[FA]	"map00061 Fatty acid biosynthesis; map00073 Cutin, suberine and wax biosynthesis; map01040 Biosynthesis of unsaturated fatty acids; map01060 Biosynthesis of plant secondary metabolites; map04212 Longevity regulating pathway - worm"	C00712
163.04918	C6 H5 N5 O	Pterine	C00715	HMDB0000802	Pteridines and derivatives	NA	C00715
117.07868	C5 H11 N O2	Betaine	C00719	HMDB0000043	"Amino acids, peptides, and analogues"	"map00260 Glycine, serine and threonine metabolism; map01100 Metabolic pathways; map02010 ABC transporters"	C00719
362.2092	C21 H30 O5	Cortisol	C00735	HMDB0000063	Steroids and derivatives	map00140 Steroid hormone biosynthesis; map01100 Metabolic pathways; map04080 Neuroactive ligand-receptor interaction; map04927 Cortisol synthesis and secretion; map04934 Cushing syndrome; map04960 Aldosterone-regulated sodium reabsorption; map04976 Bile secretion; map05200 Pathways in cancer; map05215 Prostate cancer; map07225 Glucocorticoid and mineralocorticoid receptor agonists/antagonists	C00735
79.04204	C5 H5 N	Pyridine	C00747	HMDB0000926	Pyridine and derivatives	NA	C00747
202.21586	C10 H26 N4	Spermine	C00750	HMDB0001256	Amines	map00330 Arginine and proline metabolism; map00410 beta-Alanine metabolism; map00480 Glutathione metabolism; map01100 Metabolic pathways; map04976 Bile secretion	C00750
335.11512	C20 H17 N O4	Berberine	C00757	HMDB0003409	Alkaloids and derivatives	map00950 Isoquinoline alkaloid biosynthesis; map01063 Biosynthesis of alkaloids derived from shikimate pathway; map01110 Biosynthesis of secondary metabolites; map04152 AMPK signaling pathway	C00757
115.06352	C5 H9 N O2	D-(+)-Proline	C00763	HMDB0003411	"Amino acids, peptides, and analogues"	map00330 Arginine and proline metabolism; map01100 Metabolic pathways	C00763
300.20882	C20 H28 O2	Retinoate	C00777	HMDB0001852	Prenol lipids[PR]	map00830 Retinol metabolism; map01100 Metabolic pathways; map04659 Th17 cell differentiation; map04672 Intestinal immune network for IgA production; map05200 Pathways in cancer; map05222 Small cell lung cancer; map05223 Non-small cell lung cancer; map05226 Gastric cancer	C00777
138.043	C6 H6 N2 O2	Urocanate	C00785	HMDB0000301	Imidazoles	map00340 Histidine metabolism; map01100 Metabolic pathways	C00785
113.05886	C4 H7 N3 O	creatinine	C00791	HMDB0000562	"Amino acids, peptides, and analogues"	map00330 Arginine and proline metabolism; map01100 Metabolic pathways	C00791
121.01993	C3 H7 N O2 S	D-Cysteine	C00793	HMDB0003417	"Amino acids, peptides, and analogues"	map00270 Cysteine and methionine metabolism; map01100 Metabolic pathways	C00793
138.03189	C7 H6 O3	Salicylic acid	C00805	HMDB0001895	Benzene and derivatives	map00360 Phenylalanine metabolism; map00621 Dioxin degradation; map00624 Polycyclic aromatic hydrocarbon degradation; map00626 Naphthalene degradation; map01053 Biosynthesis of siderophore group nonribosomal peptides; map01061 Biosynthesis of phenylpropanoids; map01070 Biosynthesis of plant hormones; map01100 Metabolic pathways; map01110 Biosynthesis of secondary metabolites; map01120 Microbial metabolism in diverse environments; map01130 Biosynthesis of antibiotics; map01220 Degradation of aromatic compounds; map04075 Plant hormone signal transduction; map04976 Bile secretion	C00805
204.09014	C11 H12 N2 O2	DL-Tryptophan	C00806	HMDB0030396	Indole and derivatives	NA	C00806
164.04717	C9 H8 O3	4-coumarate	C00811	HMDB0002035	Polyketides[PK]	map00130 Ubiquinone and other terpenoid-quinone biosynthesis; map00350 Tyrosine metabolism; map00940 Phenylpropanoid biosynthesis; map00950 Isoquinoline alkaloid biosynthesis; map00998 Biosynthesis of various secondary metabolites - part 2; map01061 Biosynthesis of phenylpropanoids; map01100 Metabolic pathways; map01110 Biosynthesis of secondary metabolites; map01220 Degradation of aromatic compounds	C00811
146.06906	C5 H10 N2 O3	D-Glutamine	C00819	HMDB0003423	"Amino acids, peptides, and analogues"	map00471 D-Glutamine and D-glutamate metabolism; map01100 Metabolic pathways	C00819
301.298	C18 H39 N O2	Sphinganine	C00836	HMDB0000269	Amines	map00600 Sphingolipid metabolism; map01100 Metabolic pathways; map04071 Sphingolipid signaling pathway	C00836
88.05257	C4 H8 O2	Ethyl acetate	C00849	HMDB0031217	Organic acids	NA	C00849
268.07366	C16 H12 O4	Formononetin	C00858	HMDB0005808	Flavonoids	map00943 Isoflavonoid biosynthesis; map01061 Biosynthesis of phenylpropanoids; map01110 Biosynthesis of secondary metabolites	C00858
219.11085	C9 H17 N O5	Pantothenic acid	C00864	HMDB0000210	Alcohols	map00410 beta-Alanine metabolism; map00770 Pantothenate and CoA biosynthesis; map01100 Metabolic pathways; map01110 Biosynthesis of secondary metabolites; map04977 Vitamin digestion and absorption	C00864
227.09079	C9 H13 N3 O4	Deoxycytidine	C00881	HMDB0000014	Nucleic acids and analogues	map00240 Pyrimidine metabolism; map01100 Metabolic pathways; map02010 ABC transporters	C00881
132.05767	C9 H8 O	trans-Cinnamaldehyde	C00903	HMDB0003441	Polyketides[PK]	map00940 Phenylpropanoid biosynthesis; map01060 Biosynthesis of plant secondary metabolites; map01100 Metabolic pathways; map01110 Biosynthesis of secondary metabolites; map04750 Inflammatory mediator regulation of TRP channels	C00903
128.05868	C5 H8 N2 O2	Dihydrothymine	C00906	HMDB0000079	Organoheterocyclic compounds	NA	C00906
149.0704	C6 H7 N5	3-Methyladenine	C00913	HMDB0011600	Purines and derivatives	NA	C00913
175.06362	C10 H9 N O2	Indole-3-acetic acid	C00954	HMDB0000197	Indole and derivatives	map00380 Tryptophan metabolism; map01070 Biosynthesis of plant hormones; map01100 Metabolic pathways; map04075 Plant hormone signal transduction	C00954
161.08434	C10 H11 N O	Indole-3-ethanol	C00955	HMDB0003447	Indoles	map00380 Tryptophan metabolism	C00955
161.06905	C6 H11 N O4	Alpha-aminoadipate	C00956	HMDB0000510	"Amino acids, peptides, and analogues"	map00300 Lysine biosynthesis; map00310 Lysine degradation; map00311 Penicillin and cephalosporin biosynthesis; map01100 Metabolic pathways; map01110 Biosynthesis of secondary metabolites; map01130 Biosynthesis of antibiotics; map01210 2-Oxocarboxylic acid metabolism; map01230 Biosynthesis of amino acids	C00956
336.23033	C20 H32 O4	Prostaglandin B1	C00959	HMDB0002982	Fatty acyls[FA]	NA	C00959
218.10565	C12 H14 N2 O2	N-acetylserotonin	C00978	HMDB0001238	Indole and derivatives	map00380 Tryptophan metabolism; map01100 Metabolic pathways	C00978
137.04787	C7 H7 N O2	Trigonelline	C01004	HMDB0000875	Alkaloids and derivatives	map00760 Nicotinate and nicotinamide metabolism	C01004
185.00922	C3 H8 N O6 P	O-Phospho-L-serine	C01005	HMDB0000272	"Amino acids, peptides, and analogues"	"map00260 Glycine, serine and threonine metabolism; map00270 Cysteine and methionine metabolism; map00680 Methane metabolism; map00970 Aminoacyl-tRNA biosynthesis; map00997 Biosynthesis of various secondary metabolites - part 3; map01100 Metabolic pathways; map01120 Microbial metabolism in diverse environments; map01130 Biosynthesis of antibiotics; map01200 Carbon metabolism; map01230 Biosynthesis of amino acids"	C01005
139.02713	C6 H5 N O3	6-Hydroxynicotinic acid	C01020	HMDB0002658	Pyridine and derivatives	map00760 Nicotinate and nicotinamide metabolism; map01100 Metabolic pathways; map01120 Microbial metabolism in diverse environments	C01020
187.16843	C9 H21 N3 O	N8-Acetylspermidine	C01029	HMDB0002189	Organic acids	NA	C01029
176.03231	C6 H8 O6	Ascorbic acid	C01041	HMDB0000044	Organoheterocyclic compounds	map00053 Ascorbate and aldarate metabolism; map01100 Metabolic pathways	C01041
175.04832	C6 H9 N O5	N-Acetyl-L-aspartic acid	C01042	HMDB0000812	"Amino acids, peptides, and analogues"	"map00250 Alanine, aspartate and glutamate metabolism; map01100 Metabolic pathways"	C01042
221.08997	C8 H15 N O6	N-Acetyl-D-galactosamine	NA	HMDB0000212	Carbohydrates	map05146 Amoebiasis	HMDB0000212
75.06861	C3 H9 N O	Trimethylamine N-oxide	C01104	HMDB0000925	Organic nitrogen compounds	map00680 Methane metabolism; map01100 Metabolic pathways; map01120 Microbial metabolism in diverse environments; map02020 Two-component system	C01104
169.08536	C7 H11 N3 O2	1-Methyl-L-histidine	C01152	HMDB0000001	"Amino acids, peptides, and analogues"	map00340 Histidine metabolism; map01100 Metabolic pathways	C01152
145.11057	C7 H15 N O2	4-Trimethylammoniobutanoic acid	C01181	HMDB0001161	Fatty acyls[FA]	map00310 Lysine degradation; map01100 Metabolic pathways; map02010 ABC transporters	C01181
180.04241	C9 H8 O4	Caffeic acid	C01197	HMDB0001964	Polyketides[PK]	map00940 Phenylpropanoid biosynthesis; map01061 Biosynthesis of phenylpropanoids; map01100 Metabolic pathways; map01110 Biosynthesis of secondary metabolites; map01220 Degradation of aromatic compounds	C01197
292.20385	C18 H28 O3	12-Oxo phytodienoic acid	C01226	NA	Fatty acyls[FA]	map00592 alpha-Linolenic acid metabolism; map01100 Metabolic pathways; map01110 Biosynthesis of secondary metabolites	C01226
101.04755	C4 H7 N O2	1-aminocyclopropane-1-carboxylate	C01234	HMDB0036458	"Amino acids, peptides, and analogues"	map00270 Cysteine and methionine metabolism; map01060 Biosynthesis of plant secondary metabolites; map01070 Biosynthesis of plant hormones; map01100 Metabolic pathways; map01110 Biosynthesis of secondary metabolites	C01234
240.12216	C10 H16 N4 O3	Anserine	C01262	HMDB0000194	Organic acids	map00340 Histidine metabolism; map00410 beta-Alanine metabolism; map01100 Metabolic pathways	C01262
347.06317	C10 H14 N5 O7 P	3'-Adenosine monophosphate (3'-AMP)	C01367	HMDB0003540	Nucleic acids and analogues	map00230 Purine metabolism; map01100 Metabolic pathways	C01367
86.07326	C5 H10 O	Prenol	C01390	HMDB0030124	Alcohols	NA	C01390
240.02368	C6 H12 N2 O4 S2	L-Cystine	C01420	HMDB0000192	"Amino acids, peptides, and analogues"	NA	C01420
152.12029	C10 H16 O	Citral	C01499	HMDB0035078	Terpenoids	map00281 Geraniol degradation; map01062 Biosynthesis of terpenoids and steroids; map01110 Biosynthesis of secondary metabolites; map01130 Biosynthesis of antibiotics	C01499
181.07401	C9 H11 N O3	L-Tyrosine	C01536	HMDB0000158	Amino acids	NA	C01536
308.10482	C19 H16 O4	Warfarin	C01541	HMDB0001935	Coumarins and derivatives	NA	C01541
158.04375	C4 H6 N4 O3	Allantoin	C01551	HMDB0000462	Imidazoles	NA	C01551
179.05845	C9 H9 N O3	Hippurate	C01586	HMDB0000714	Benzene and derivatives	map00360 Phenylalanine metabolism; map01100 Metabolic pathways	C01586
206.13104	C13 H18 O2	ibuprofen	C01588	HMDB0001925	Phenylpropanoic acids	NA	C01588
232.12133	C13 H16 N2 O2	Melatonin	C01598	HMDB0001389	Indoles	map00380 Tryptophan metabolism; map01100 Metabolic pathways; map04080 Neuroactive ligand-receptor interaction; map04713 Circadian entrainment	C01598
132.09003	C5 H12 N2 O2	Ornithine	C01602	NA	NA	NA	C01602
307.09035	C15 H12 O7	Taxifolin	C01617	NA	Flavonoids	map00941 Flavonoid biosynthesis; map01061 Biosynthesis of phenylpropanoids; map01100 Metabolic pathways; map01110 Biosynthesis of secondary metabolites	C01617
189.04294	C10 H7 N O3	4-hydroxy-2-quinolinecarboxylic acid	C01717	HMDB0000715	Organoheterocyclic compounds	map00380 Tryptophan metabolism; map01100 Metabolic pathways	C01717
242.08045	C12 H10 N4 O2	Lumichrome	C01727	HMDB0254199	NA	map00740 Riboflavin metabolism	C01727
149.05109	C5 H11 N O2 S	Methionine	C01733	HMDB0033951	"Amino acids, peptides, and analogues"	NA	C01733
85.08922	C5 H11 N	Piperidine	C01746	HMDB0034301	Organoheterocyclic compounds	"map00960 Tropane, piperidine and pyridine alkaloid biosynthesis; map04974 Protein digestion and absorption"	C01746
284.07573	C10 H12 N4 O6	Xanthosine	C01762	HMDB0000299	Purines and derivatives	map00230 Purine metabolism; map00232 Caffeine metabolism; map01065 Biosynthesis of alkaloids derived from histidine and purine; map01100 Metabolic pathways; map01110 Biosynthesis of secondary metabolites; map02010 ABC transporters	C01762
