Molecular Weight	Formula	Name	KEGG ID	HMDB ID	Final Class	Pathway	ID
102.03192	C4 H6 O3	Acetoacetate	C00164	HMDB0000060	Organic acids	"map00072 Synthesis and degradation of ketone bodies; map00280 Valine, leucine and isoleucine degradation; map00310 Lysine degradation; map00350 Tyrosine metabolism; map00640 Propanoate metabolism; map00643 Styrene degradation; map00650 Butanoate metabolism; map01100 Metabolic pathways; map01120 Microbial metabolism in diverse environments; map02020 Two-component system"	C00164
164.04729	C9 H8 O3	Phenylpyruvic acid	C00166	HMDB0000205	Benzene and derivatives	"map00360 Phenylalanine metabolism; map00400 Phenylalanine, tyrosine and tryptophan biosynthesis; map00960 Tropane, piperidine and pyridine alkaloid biosynthesis; map01060 Biosynthesis of plant secondary metabolites; map01100 Metabolic pathways; map01110 Biosynthesis of secondary metabolites; map01130 Biosynthesis of antibiotics; map01210 2-Oxocarboxylic acid metabolism; map01230 Biosynthesis of amino acids"	C00166
580.03499	C15 H22 N2 O18 P2	Uridine 5'-diphosphoglucuronic acid	C00167	HMDB0000935	Organoheterocyclic compounds	map00040 Pentose and glucuronate interconversions; map00053 Ascorbate and aldarate metabolism; map00520 Amino sugar and nucleotide sugar metabolism; map01100 Metabolic pathways	C00167
150.05307	C5 H10 O5	D-(+)-Xylose	C00181	HMDB0000098	Carbohydrates	map00040 Pentose and glucuronate interconversions; map00520 Amino sugar and nucleotide sugar metabolism; map01100 Metabolic pathways; map02010 ABC transporters	C00181
119.0583	C4 H9 N O3	L-Threonine	C00188	HMDB0000167	Amino acids	"map00260 Glycine, serine and threonine metabolism; map00261 Monobactam biosynthesis; map00290 Valine, leucine and isoleucine biosynthesis; map00860 Porphyrin and chlorophyll metabolism; map00970 Aminoacyl-tRNA biosynthesis; map00997 Biosynthesis of various secondary metabolites - part 3; map01060 Biosynthesis of plant secondary metabolites; map01100 Metabolic pathways; map01110 Biosynthesis of secondary metabolites; map01120 Microbial metabolism in diverse environments; map01130 Biosynthesis of antibiotics; map01230 Biosynthesis of amino acids; map02010 ABC transporters; map04974 Protein digestion and absorption; map04978 Mineral absorption"	C00188
194.04299	C6 H10 O7	Glucuronate	C00191	HMDB0000127	Carbohydrates	map00040 Pentose and glucuronate interconversions; map00053 Ascorbate and aldarate metabolism; map00520 Amino sugar and nucleotide sugar metabolism; map00562 Inositol phosphate metabolism; map01100 Metabolic pathways	C00191
230.01907	C5 H11 O8 P	D-Ribulose 5-phosphate	C00199	HMDB0000618	Carbohydrates	map00030 Pentose phosphate pathway; map00040 Pentose and glucuronate interconversions; map00540 Lipopolysaccharide biosynthesis; map00680 Methane metabolism; map00710 Carbon fixation in photosynthetic organisms; map00740 Riboflavin metabolism; map00750 Vitamin B6 metabolism; map01100 Metabolic pathways; map01110 Biosynthesis of secondary metabolites; map01120 Microbial metabolism in diverse environments; map01130 Biosynthesis of antibiotics; map01200 Carbon metabolism; map01230 Biosynthesis of amino acids	C00199
607.08266	C17 H27 N3 O17 P2	UDP-N-acetyl-D-galactosamine	C00203	HMDB0000304	Nucleic acids and analogues	map00520 Amino sugar and nucleotide sugar metabolism; map01100 Metabolic pathways	C00203
342.1157	C12 H22 O11	Maltose	C00208	HMDB0000163	Carbohydrates	map00500 Starch and sucrose metabolism; map01100 Metabolic pathways; map02010 ABC transporters; map02030 Bacterial chemotaxis; map02060 Phosphotransferase system (PTS); map04742 Taste transduction; map04973 Carbohydrate digestion and absorption	C00208
242.08983	C10 H14 N2 O5	Thymidine	C00214	HMDB0000273	Nucleic acids and analogues	map00240 Pyrimidine metabolism; map01100 Metabolic pathways	C00214
304.2403	C20 H32 O2	Arachidonic acid	C00219	HMDB0001043	Fatty acyls[FA]	map00590 Arachidonic acid metabolism; map00591 Linoleic acid metabolism; map01040 Biosynthesis of unsaturated fatty acids; map01100 Metabolic pathways; map04216 Ferroptosis; map04217 Necroptosis; map04270 Vascular smooth muscle contraction; map04611 Platelet activation; map04664 Fc epsilon RI signaling pathway; map04666 Fc gamma R-mediated phagocytosis; map04723 Retrograde endocannabinoid signaling; map04726 Serotonergic synapse; map04730 Long-term depression; map04745 Phototransduction - fly; map04750 Inflammatory mediator regulation of TRP channels; map04912 GnRH signaling pathway; map04913 Ovarian steroidogenesis; map04921 Oxytocin signaling pathway; map04923 Regulation of lipolysis in adipocytes; map04925 Aldosterone synthesis and secretion; map05140 Leishmaniasis; map05146 Amoebiasis; map07034 Eicosanoids	C00219
230.01893	C5 H11 O8 P	D-Xylulose 5-phosphate	C00231	HMDB0000868	Carbohydrates	map00030 Pentose phosphate pathway; map00040 Pentose and glucuronate interconversions; map00053 Ascorbate and aldarate metabolism; map00680 Methane metabolism; map00710 Carbon fixation in photosynthetic organisms; map01100 Metabolic pathways; map01110 Biosynthesis of secondary metabolites; map01120 Microbial metabolism in diverse environments; map01130 Biosynthesis of antibiotics; map01200 Carbon metabolism; map01230 Biosynthesis of amino acids; map04918 Thyroid hormone synthesis	C00231
102.03166	C4 H6 O3	Succinic semialdehyde	C00232	HMDB0001259	Fatty acyls[FA]	"map00250 Alanine, aspartate and glutamate metabolism; map00350 Tyrosine metabolism; map00650 Butanoate metabolism; map00720 Carbon fixation pathways in prokaryotes; map00750 Vitamin B6 metabolism; map00760 Nicotinate and nicotinamide metabolism; map01100 Metabolic pathways; map01120 Microbial metabolism in diverse environments; map01200 Carbon metabolism; map02024 Quorum sensing"	C00232
151.0493	C5 H5 N5 O	Guanine	C00242	HMDB0000132	Purines and derivatives	map00230 Purine metabolism; map01100 Metabolic pathways	C00242
125.01465	C2 H7 N O3 S	Taurine	C00245	HMDB0000251	Organic acids	map00120 Primary bile acid biosynthesis; map00430 Taurine and hypotaurine metabolism; map00920 Sulfur metabolism; map01100 Metabolic pathways; map02010 ABC transporters; map04080 Neuroactive ligand-receptor interaction	C00245
256.24032	C16 H32 O2	Palmitic acid	C00249	HMDB0000220	Fatty acyls[FA]	"map00061 Fatty acid biosynthesis; map00062 Fatty acid elongation; map00071 Fatty acid degradation; map00073 Cutin, suberine and wax biosynthesis; map01040 Biosynthesis of unsaturated fatty acids; map01060 Biosynthesis of plant secondary metabolites; map01100 Metabolic pathways; map01212 Fatty acid metabolism"	C00249
167.05813	C8 H9 N O3	Pyridoxal	C00250	HMDB0001545	Pyridine and derivatives	map00750 Vitamin B6 metabolism; map01100 Metabolic pathways; map01120 Microbial metabolism in diverse environments; map04977 Vitamin digestion and absorption	C00250
196.05864	C6 H12 O7	D-gluconate	C00257	HMDB0000625	Carbohydrates	map00030 Pentose phosphate pathway; map01100 Metabolic pathways; map01110 Biosynthesis of secondary metabolites; map01120 Microbial metabolism in diverse environments; map01130 Biosynthesis of antibiotics; map01200 Carbon metabolism	C00257
106.02663	C3 H6 O4	"(2R)-2,3-Dihydroxypropanoic acid"	C00258	HMDB0000139	Carbohydrates	"map00030 Pentose phosphate pathway; map00260 Glycine, serine and threonine metabolism; map00561 Glycerolipid metabolism; map00630 Glyoxylate and dicarboxylate metabolism; map00680 Methane metabolism; map01100 Metabolic pathways; map01110 Biosynthesis of secondary metabolites; map01120 Microbial metabolism in diverse environments; map01130 Biosynthesis of antibiotics; map01200 Carbon metabolism"	C00258
136.03855	C5 H4 N4 O	Hypoxanthine	C00262	HMDB0000157	Purines and derivatives	map00230 Purine metabolism; map01100 Metabolic pathways	C00262
309.10536	C11 H19 N O9	N-acetylneuraminate	C00270	HMDB0000230	Carbohydrates	map00520 Amino sugar and nucleotide sugar metabolism; map01100 Metabolic pathways	C00270
260.02986	C6 H13 O9 P	D-mannose 6-phosphate	C00275	HMDB0001078	Carbohydrates	map00051 Fructose and mannose metabolism; map00520 Amino sugar and nucleotide sugar metabolism; map01100 Metabolic pathways; map01110 Biosynthesis of secondary metabolites; map01130 Biosynthesis of antibiotics; map02060 Phosphotransferase system (PTS); map04142 Lysosome	C00275
268.08062	C10 H12 N4 O5	Inosine	C00294	HMDB0000195	Purines and derivatives	map00230 Purine metabolism; map01100 Metabolic pathways; map02010 ABC transporters	C00294
192.0635	C7 H12 O6	D-(-)-Quinic acid	C00296	HMDB0003072	Alcohols	"map00400 Phenylalanine, tyrosine and tryptophan biosynthesis; map01100 Metabolic pathways"	C00296
131.06945	C4 H9 N3 O2	Creatine	C00300	HMDB0000064	"Amino acids, peptides, and analogues"	"map00260 Glycine, serine and threonine metabolism; map00330 Arginine and proline metabolism; map01100 Metabolic pathways"	C00300
160.03709	C6 H8 O5	Oxoadipic acid	C00322	HMDB0000225	Organic acids	map00300 Lysine biosynthesis; map00310 Lysine degradation; map00380 Tryptophan metabolism; map00680 Methane metabolism; map01100 Metabolic pathways; map01120 Microbial metabolism in diverse environments; map01130 Biosynthesis of antibiotics; map01210 2-Oxocarboxylic acid metabolism; map01230 Biosynthesis of amino acids	C00322
175.09607	C6 H13 N3 O3	L-Citrulline	C00327	HMDB0000904	"Amino acids, peptides, and analogues"	map00220 Arginine biosynthesis; map00997 Biosynthesis of various secondary metabolites - part 3; map01100 Metabolic pathways; map01110 Biosynthesis of secondary metabolites; map01130 Biosynthesis of antibiotics; map01230 Biosynthesis of amino acids	C00327
276.0242	C6 H13 O10 P	6-Phosphogluconic acid	C00345	HMDB0001316	Carbohydrates	map00030 Pentose phosphate pathway; map01100 Metabolic pathways; map01110 Biosynthesis of secondary metabolites; map01120 Microbial metabolism in diverse environments; map01130 Biosynthesis of antibiotics; map01200 Carbon metabolism	C00345
141.01906	C2 H8 N O4 P	Ethanolamine phosphate	C00346	HMDB0000224	Organic acids	map00564 Glycerophospholipid metabolism; map00600 Sphingolipid metabolism; map01100 Metabolic pathways; map01503 Cationic antimicrobial peptide (CAMP) resistance; map04071 Sphingolipid signaling pathway	C00346
259.04584	C6 H14 N O8 P	D-glucosamine 6-phosphate	C00352	HMDB0001254	Carbohydrates	"map00250 Alanine, aspartate and glutamate metabolism; map00520 Amino sugar and nucleotide sugar metabolism; map01100 Metabolic pathways; map01130 Biosynthesis of antibiotics; map02060 Phosphotransferase system (PTS); map04931 Insulin resistance"	C00352
427.02885	C10 H15 N5 O10 P2	Deoxyguanosine diphosphate (dGDP)	C00361	HMDB0000960	Polyketides[PK]	map00230 Purine metabolism; map01100 Metabolic pathways	C00361
347.06366	C10 H14 N5 O7 P	Deoxyguanosine monophosphate	C00362	HMDB0001044	Purines and derivatives	map00230 Purine metabolism; map01100 Metabolic pathways	C00362
402.02135	C10 H16 N2 O11 P2	Thymidine 5'-diphosphate	C00363	HMDB0001274	Nucleic acids and analogues	map00240 Pyrimidine metabolism; map01100 Metabolic pathways	C00363
168.02836	C5 H4 N4 O3	Uric acid	C00366	HMDB0000289	Purines and derivatives	map00230 Purine metabolism; map01100 Metabolic pathways; map01120 Microbial metabolism in diverse environments; map04976 Bile secretion	C00366
104.01122	C3 H4 O4	Malonate	C00383	HMDB0000691	Organic acids	map00061 Fatty acid biosynthesis; map00240 Pyrimidine metabolism; map00410 beta-Alanine metabolism; map01100 Metabolic pathways; map01212 Fatty acid metabolism	C00383
226.10634	C9 H14 N4 O3	Carnosine	C00386	HMDB0000033	Organic acids	map00340 Histidine metabolism; map00410 beta-Alanine metabolism; map01100 Metabolic pathways	C00386
283.09166	C10 H13 N5 O5	Guanosine	C00387	HMDB0000133	Purines and derivatives	map00230 Purine metabolism; map01100 Metabolic pathways; map02010 ABC transporters	C00387
302.04277	C15 H10 O7	Quercetin	C00389	HMDB0005794	Flavonoids	map00941 Flavonoid biosynthesis; map00944 Flavone and flavonol biosynthesis; map01100 Metabolic pathways; map01110 Biosynthesis of secondary metabolites; map04152 AMPK signaling pathway	C00389
182.07893	C6 H14 O6	Mannitol	C00392	HMDB0000765	Carbohydrates	map00051 Fructose and mannose metabolism; map01100 Metabolic pathways; map02010 ABC transporters; map02060 Phosphotransferase system (PTS)	C00392
133.03746	C4 H7 N O4	D-aspartate	C00402	HMDB0006483	"Amino acids, peptides, and analogues"	"map00250 Alanine, aspartate and glutamate metabolism; map01100 Metabolic pathways"	C00402
131.09489	C6 H13 N O2	L-Isoleucine	C00407	HMDB0000172	Amino acids	"map00280 Valine, leucine and isoleucine degradation; map00290 Valine, leucine and isoleucine biosynthesis; map00460 Cyanoamino acid metabolism; map00960 Tropane, piperidine and pyridine alkaloid biosynthesis; map00966 Glucosinolate biosynthesis; map00970 Aminoacyl-tRNA biosynthesis; map01060 Biosynthesis of plant secondary metabolites; map01064 Biosynthesis of alkaloids derived from ornithine, lysine and nicotinic acid; map01100 Metabolic pathways; map01110 Biosynthesis of secondary metabolites; map01130 Biosynthesis of antibiotics; map01210 2-Oxocarboxylic acid metabolism; map01230 Biosynthesis of amino acids; map02010 ABC transporters; map04974 Protein digestion and absorption; map04978 Mineral absorption; map05131 Shigellosis; map05230 Central carbon metabolism in cancer"	C00407
148.0735	C6 H12 O4	Mevalonic acid	C00418	HMDB0000227	Fatty acyls[FA]	map00900 Terpenoid backbone biosynthesis; map01060 Biosynthesis of plant secondary metabolites; map01062 Biosynthesis of terpenoids and steroids; map01070 Biosynthesis of plant hormones; map01100 Metabolic pathways; map01110 Biosynthesis of secondary metabolites; map01130 Biosynthesis of antibiotics; map04216 Ferroptosis	C00418
148.05273	C9 H8 O2	Trans-cinnamate	C00423	HMDB0000930	Polyketides[PK]	map00130 Ubiquinone and other terpenoid-quinone biosynthesis; map00360 Phenylalanine metabolism; map00940 Phenylpropanoid biosynthesis; map00998 Biosynthesis of various secondary metabolites - part 2; map01060 Biosynthesis of plant secondary metabolites; map01070 Biosynthesis of plant hormones; map01100 Metabolic pathways; map01110 Biosynthesis of secondary metabolites; map01120 Microbial metabolism in diverse environments; map01220 Degradation of aromatic compounds	C00423
173.10528	C8 H15 N O3	Hexanoylglycine	C00430	HMDB0001149	"Amino acids, peptides, and analogues"	"map00260 Glycine, serine and threonine metabolism; map00860 Porphyrin and chlorophyll metabolism; map01060 Biosynthesis of plant secondary metabolites; map01100 Metabolic pathways; map01110 Biosynthesis of secondary metabolites; map01120 Microbial metabolism in diverse environments; map02010 ABC transporters"	C00430
117.07897	C5 H11 N O2	5-Aminovaleric acid	C00431	HMDB0003355	"Amino acids, peptides, and analogues"	map00310 Lysine degradation; map00330 Arginine and proline metabolism; map01100 Metabolic pathways; map01120 Microbial metabolism in diverse environments	C00431
276.1324	C11 H20 N2 O6	L-Saccharopine	C00449	HMDB0000279	"Amino acids, peptides, and analogues"	map00300 Lysine biosynthesis; map00310 Lysine degradation; map01100 Metabolic pathways; map01110 Biosynthesis of secondary metabolites; map01130 Biosynthesis of antibiotics; map01230 Biosynthesis of amino acids	C00449
243.0855	C9 H13 N3 O5	Cytidine	C00475	HMDB0000089	Nucleic acids and analogues	map00240 Pyrimidine metabolism; map01100 Metabolic pathways; map02010 ABC transporters	C00475
150.05277	C5 H10 O5	D-lyxose	C00476	HMDB0003402	Carbohydrates	map00040 Pentose and glucuronate interconversions	C00476
130.02656	C5 H6 O4	Itaconate	C00490	HMDB0002092	Fatty acyls[FA]	map00660 C5-Branched dibasic acid metabolism; map01100 Metabolic pathways	C00490
504.1683	C18 H32 O16	D-Raffinose	C00492	HMDB0003213	Carbohydrates	map00052 Galactose metabolism; map01100 Metabolic pathways; map02010 ABC transporters	C00492
72.02116	C3 H4 O2	Acrylic acid	C00511	HMDB0031647	Organic acids	map00643 Styrene degradation; map01120 Microbial metabolism in diverse environments; map01220 Degradation of aromatic compounds	C00511
228.0747	C9 H12 N2 O5	Deoxyuridine	C00526	HMDB0000012	Nucleic acids and analogues	map00240 Pyrimidine metabolism; map01100 Metabolic pathways; map02010 ABC transporters	C00526
110.03678	C6 H6 O2	Hydroquinone	C00530	HMDB0002434	Phenols and derivatives	map00350 Tyrosine metabolism; map00361 Chlorocyclohexane and chlorobenzene degradation; map00362 Benzoate degradation; map00363 Bisphenol degradation; map00627 Aminobenzoate degradation; map01100 Metabolic pathways; map01120 Microbial metabolism in diverse environments	C00530
122.03682	C7 H6 O2	Benzoic acid	C00539	HMDB0001870	Benzene and derivatives	NA	C00539
446.06099	C11 H20 N4 O11 P2	CDP-ETHANOLAMINE	C00570	HMDB0001564	Nucleic acids and analogues	map00564 Glycerophospholipid metabolism; map01100 Metabolic pathways	C00570
352.22462	C20 H32 O5	Prostaglandin E2	C00584	HMDB0001220	Fatty acyls[FA]	map00590 Arachidonic acid metabolism; map01100 Metabolic pathways; map04024 cAMP signaling pathway; map04080 Neuroactive ligand-receptor interaction; map04625 C-type lectin receptor signaling pathway; map04726 Serotonergic synapse; map04750 Inflammatory mediator regulation of TRP channels; map04921 Oxytocin signaling pathway; map04923 Regulation of lipolysis in adipocytes; map04924 Renin secretion; map04976 Bile secretion; map05140 Leishmaniasis; map05143 African trypanosomiasis; map05146 Amoebiasis; map05163 Human cytomegalovirus infection; map05165 Human papillomavirus infection; map05200 Pathways in cancer; map05323 Rheumatoid arthritis	C00584
138.03175	C7 H6 O3	3-Hydroxybenzoic acid	C00587	HMDB0002466	Benzene and derivatives	"map00362 Benzoate degradation; map00400 Phenylalanine, tyrosine and tryptophan biosynthesis; map00623 Toluene degradation; map00624 Polycyclic aromatic hydrocarbon degradation; map01120 Microbial metabolism in diverse environments; map01220 Degradation of aromatic compounds"	C00587
185.99333	C3 H7 O7 P	3-Phosphoglycerate	C00597	HMDB0000807	Carbohydrates	NA	C00597
153.00986	C3 H7 N O4 S	L-Cysteinesulfinic acid	C00606	HMDB0000996	"Amino acids, peptides, and analogues"	map00270 Cysteine and methionine metabolism; map00430 Taurine and hypotaurine metabolism; map01100 Metabolic pathways	C00606
230.01882	C5 H11 O8 P	D-Ribose-1-phosphate	C00620	HMDB0001489	Carbohydrates	map00030 Pentose phosphate pathway; map00230 Purine metabolism; map01100 Metabolic pathways	C00620
189.0641	C7 H11 N O5	N-Acetyl-L-glutamate	C00624	HMDB0001138	"Amino acids, peptides, and analogues"	map00220 Arginine biosynthesis; map01100 Metabolic pathways; map01110 Biosynthesis of secondary metabolites; map01130 Biosynthesis of antibiotics; map01210 2-Oxocarboxylic acid metabolism; map01230 Biosynthesis of amino acids	C00624
154.02667	C7 H6 O4	Gentisic acid	C00628	HMDB0000152	Benzene and derivatives	map00350 Tyrosine metabolism; map00362 Benzoate degradation; map00626 Naphthalene degradation; map01100 Metabolic pathways; map01120 Microbial metabolism in diverse environments	C00628
152.04736	C8 H8 O3	vanilin	C00642	NA	NA	map00350 Tyrosine metabolism; map00360 Phenylalanine metabolism; map01100 Metabolic pathways; map01120 Microbial metabolism in diverse environments; map01220 Degradation of aromatic compounds	C00642
220.0845	C11 H12 N2 O3	5-Hydroxytryptophan	C00643	HMDB0000472	Amines and derivatives	map00380 Tryptophan metabolism; map01063 Biosynthesis of alkaloids derived from shikimate pathway; map01100 Metabolic pathways; map04361 Axon regeneration; map04726 Serotonergic synapse	C00643
221.08981	C8 H15 N O6	N-Acetyl-D-mannosamine	C00645	HMDB0001129	Carbohydrates	map00520 Amino sugar and nucleotide sugar metabolism; map01100 Metabolic pathways	C00645
408.28694	C24 H40 O5	Cholic acid	C00695	HMDB0000619	"Bile acids, alcohols and derivatives"	map00120 Primary bile acid biosynthesis; map00121 Secondary bile acid biosynthesis; map01100 Metabolic pathways; map04976 Bile secretion	C00695
282.25569	C18 H34 O2	Oleic acid	C00712	HMDB0000207	Fatty acyls[FA]	"map00061 Fatty acid biosynthesis; map00073 Cutin, suberine and wax biosynthesis; map01040 Biosynthesis of unsaturated fatty acids; map01060 Biosynthesis of plant secondary metabolites; map04212 Longevity regulating pathway - worm"	C00712
182.07884	C6 H14 O6	D-Sorbitol	NA	HMDB0000247	Carbohydrates	NA	HMDB0000247
300.20927	C20 H28 O2	Tretinoin	C00777	HMDB0001852	Prenol lipids[PR]	map00830 Retinol metabolism; map01100 Metabolic pathways; map04659 Th17 cell differentiation; map04672 Intestinal immune network for IgA production; map05200 Pathways in cancer; map05222 Small cell lung cancer; map05223 Non-small cell lung cancer; map05226 Gastric cancer	C00777
138.04291	C6 H6 N2 O2	Urocanic acid	C00785	HMDB0000301	Imidazoles	map00340 Histidine metabolism; map01100 Metabolic pathways	C00785
113.059	C4 H7 N3 O	Creatinine	C00791	HMDB0000562	"Amino acids, peptides, and analogues"	map00330 Arginine and proline metabolism; map01100 Metabolic pathways	C00791
180.06317	C6 H12 O6	D-tagatose	C00795	HMDB0003418	Carbohydrates	map00052 Galactose metabolism; map01100 Metabolic pathways	C00795
138.03165	C7 H6 O3	Salicylic acid	C00805	HMDB0001895	Benzene and derivatives	map00360 Phenylalanine metabolism; map00621 Dioxin degradation; map00624 Polycyclic aromatic hydrocarbon degradation; map00626 Naphthalene degradation; map01053 Biosynthesis of siderophore group nonribosomal peptides; map01061 Biosynthesis of phenylpropanoids; map01070 Biosynthesis of plant hormones; map01100 Metabolic pathways; map01110 Biosynthesis of secondary metabolites; map01120 Microbial metabolism in diverse environments; map01130 Biosynthesis of antibiotics; map01220 Degradation of aromatic compounds; map04075 Plant hormone signal transduction; map04976 Bile secretion	C00805
146.06907	C5 H10 N2 O3	D-Glutamine	C00819	HMDB0003423	"Amino acids, peptides, and analogues"	map00471 D-Glutamine and D-glutamate metabolism; map01100 Metabolic pathways	C00819
183.05348	C8 H9 N O4	4-pyridoxate	C00847	HMDB0000017	Pyridine and derivatives	map00750 Vitamin B6 metabolism; map01100 Metabolic pathways; map01120 Microbial metabolism in diverse environments	C00847
141.09025	C6 H11 N3 O	L-Histidinol	C00860	HMDB0003431	Amines	map00340 Histidine metabolism; map01100 Metabolic pathways; map01110 Biosynthesis of secondary metabolites; map01230 Biosynthesis of amino acids	C00860
196.05808	C6 H12 O7	Galactonic acid	C00880	HMDB0000565	Organic acids	map00052 Galactose metabolism; map01100 Metabolic pathways; map01120 Microbial metabolism in diverse environments	C00880
687.14976	C21 H35 N7 O13 P2 S	3'-Dephosphocoenzyme A	C00882	HMDB0001373	Purines and derivatives	map00770 Pantothenate and CoA biosynthesis; map01100 Metabolic pathways	C00882
150.01639	C4 H6 O6	L-(+)-Tartaric acid	C00898	HMDB0000956	Carbohydrates	map00630 Glyoxylate and dicarboxylate metabolism; map01100 Metabolic pathways	C00898
180.06377	C6 H12 O6	D-(+)-Mannose	C00936	HMDB0000169	Carbohydrates	NA	C00936
161.06871	C6 H11 N O4	2-Aminoadipic acid	C00956	HMDB0000510	"Amino acids, peptides, and analogues"	map00300 Lysine biosynthesis; map00310 Lysine degradation; map00311 Penicillin and cephalosporin biosynthesis; map01100 Metabolic pathways; map01110 Biosynthesis of secondary metabolites; map01130 Biosynthesis of antibiotics; map01210 2-Oxocarboxylic acid metabolism; map01230 Biosynthesis of amino acids	C00956
336.2303	C20 H32 O4	Prostaglandin B1	C00959	HMDB0002982	Fatty acyls[FA]	NA	C00959
147.05352	C5 H9 N O4	O-acetyl-l-serine	C00979	HMDB0003011	"Amino acids, peptides, and analogues"	map00270 Cysteine and methionine metabolism; map00908 Zeatin biosynthesis; map00920 Sulfur metabolism; map00997 Biosynthesis of various secondary metabolites - part 3; map01100 Metabolic pathways; map01110 Biosynthesis of secondary metabolites; map01120 Microbial metabolism in diverse environments; map01130 Biosynthesis of antibiotics; map01200 Carbon metabolism; map01230 Biosynthesis of amino acids; map04122 Sulfur relay system	C00979
180.06341	C6 H12 O6	D-galactose	C00984	HMDB0000143	Carbohydrates	map00052 Galactose metabolism; map00520 Amino sugar and nucleotide sugar metabolism; map01100 Metabolic pathways	C00984
104.04739	C4 H8 O3	4-Hydroxybutyric acid (GHB)	C00989	HMDB0000710	Fatty acyls[FA]	map00650 Butanoate metabolism; map00720 Carbon fixation pathways in prokaryotes; map01100 Metabolic pathways; map01120 Microbial metabolism in diverse environments; map01200 Carbon metabolism	C00989
185.00876	C3 H8 N O6 P	DL-O-Phosphoserine	C01005	HMDB0001721	"Amino acids, peptides, and analogues"	"map00260 Glycine, serine and threonine metabolism; map00270 Cysteine and methionine metabolism; map00680 Methane metabolism; map00970 Aminoacyl-tRNA biosynthesis; map00997 Biosynthesis of various secondary metabolites - part 3; map01100 Metabolic pathways; map01120 Microbial metabolism in diverse environments; map01130 Biosynthesis of antibiotics; map01200 Carbon metabolism; map01230 Biosynthesis of amino acids"	C01005
175.04811	C6 H9 N O5	N-Acetylaspartic acid	C01042	HMDB0000812	"Amino acids, peptides, and analogues"	"map00250 Alanine, aspartate and glutamate metabolism; map01100 Metabolic pathways"	C01042
342.11676	C12 H22 O11	"a,a-Trehalose"	C01083	HMDB0000975	Carbohydrates	map00500 Starch and sucrose metabolism; map01100 Metabolic pathways; map01110 Biosynthesis of secondary metabolites; map02010 ABC transporters; map02060 Phosphotransferase system (PTS)	C01083
148.03743	C5 H8 O5	D-a-Hydroxyglutaric acid	C01087	HMDB0000606	Organic acids	NA	C01087
260.02937	C6 H13 O9 P	D-Fructose 1-phosphate	C01094	HMDB0001076	Carbohydrates	"map00051 Fructose and mannose metabolism; map00400 Phenylalanine, tyrosine and tryptophan biosynthesis; map01100 Metabolic pathways; map01120 Microbial metabolism in diverse environments; map02060 Phosphotransferase system (PTS)"	C01094
219.07451	C8 H13 N O6	O-Succinyl-L-homoserine	C01118	HMDB0255868	NA	map00270 Cysteine and methionine metabolism; map00920 Sulfur metabolism; map01100 Metabolic pathways; map01110 Biosynthesis of secondary metabolites; map01230 Biosynthesis of amino acids	C01118
180.04263	C9 H8 O4	3-(4-hydroxyphenyl)pyruvate	C01179	HMDB0000707	Benzene and derivatives	"map00130 Ubiquinone and other terpenoid-quinone biosynthesis; map00261 Monobactam biosynthesis; map00350 Tyrosine metabolism; map00400 Phenylalanine, tyrosine and tryptophan biosynthesis; map00401 Novobiocin biosynthesis; map00950 Isoquinoline alkaloid biosynthesis; map00998 Biosynthesis of various secondary metabolites - part 2; map01055 Biosynthesis of vancomycin group antibiotics; map01060 Biosynthesis of plant secondary metabolites; map01063 Biosynthesis of alkaloids derived from shikimate pathway; map01100 Metabolic pathways; map01110 Biosynthesis of secondary metabolites; map01130 Biosynthesis of antibiotics; map01210 2-Oxocarboxylic acid metabolism; map01230 Biosynthesis of amino acids"	C01179
339.99622	C6 H14 O12 P2	"D-myo-Inositol 1,4-bisphosphate"	C01220	HMDB0000968	Alcohols	map00562 Inositol phosphate metabolism; map01100 Metabolic pathways; map04070 Phosphatidylinositol signaling system	C01220
339.99631	C6 H14 O12 P2	"a-D-Glucose-1,6-bisphosphate"	C01231	HMDB0003514	Carbohydrates	map00500 Starch and sucrose metabolism; map01100 Metabolic pathways	C01231
240.12219	C10 H16 N4 O3	L-Anserine	C01262	HMDB0000194	Organic acids	map00340 Histidine metabolism; map00410 beta-Alanine metabolism; map01100 Metabolic pathways	C01262
90.03197	C3 H6 O3	DL-Lactic Acid	C01432	HMDB0144295	Organic acids	NA	C01432
136.05252	C8 H8 O2	4-Toluic acid	C01454	HMDB0029635	Benzene and derivatives	map00622 Xylene degradation; map01100 Metabolic pathways; map01120 Microbial metabolism in diverse environments; map01220 Degradation of aromatic compounds	C01454
108.05755	C7 H8 O	4-Methylphenol	C01468	HMDB0001858	Phenols and derivatives	map00623 Toluene degradation; map00633 Nitrotoluene degradation; map01100 Metabolic pathways; map01120 Microbial metabolism in diverse environments; map01220 Degradation of aromatic compounds; map04974 Protein digestion and absorption	C01468
270.05233	C15 H10 O5	Apigenin	C01477	HMDB0002124	Flavonoids	map00941 Flavonoid biosynthesis; map00943 Isoflavonoid biosynthesis; map00944 Flavone and flavonol biosynthesis; map01061 Biosynthesis of phenylpropanoids; map01100 Metabolic pathways; map01110 Biosynthesis of secondary metabolites	C01477
180.04223	C9 H8 O4	cis-Caffeic acid	C01481	HMDB0003501	Polyketides[PK]	NA	C01481
